"","sample","site","time","date","wellID","pH","notes","type","watertable","Ca","Mg","Na","K","T.hyphen.Al","Si","Mn.hyphen.MP","Mn","Fe.hyphen.MP","Fe","Zn.hyphen.MP","Rb.hyphen.MP","Sr.hyphen.MP","Ba.hyphen.MP","Pb.hyphen.MP","F","Cl","NO3","SO4","DOC","TDN","NH4","M.hyphen.Al","O.hyphen.Al","conductivity","PO4","Sr","Zn"
"742","W3-2391","K8","11:05",2013-08-20,"K8",6.2,NA,"G4",98.6,1.73,0.32,1.79,0.71,0.08,4.95,NA,0.058,NA,0.084,NA,NA,NA,-100,NA,0.05,0.46,0.87,3.61,0.75,0.29,0.016,0.01,0,NA,NA,NA,NA
"743","W3-2394","K7s","11:30",2013-08-20,"K7s",5.81,NA,"G8",-2,2.01,0.36,1.97,0.62,0,4.36,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.03,0.66,0.44,3.5,0.65,0.23,0.003,0.01,0,NA,NA,NA,NA
"744","W3-2396","A5","10:10",2013-09-03,"A5",4.86,NA,"G2",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.04,0.38,0.24,2.78,8.2,0.24,0.007,NA,NA,NA,NA,NA,NA
"745","W3-2397","A5P1","10:10",2013-09-03,NA,4.69,NA,"S2",-99.9,0.33,0.14,0.8,0.06,0.83,1.41,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.05,0.29,0.47,2.82,7.46,0.3,0.009,0.43,0.19,NA,NA,NA,NA
"746","W3-2398","A5P2","10:10",2013-09-03,NA,4.67,NA,"S2",-99.9,0.4,0.17,0.82,0.1,0.84,2.6,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.05,0.26,1.26,2.53,7.34,0.47,0.01,0.44,0.19,NA,NA,NA,NA
"747","W3-2399","D1","14:10",2013-09-03,"D1",5.05,NA,"G5",-99.9,0.61,0.2,1.27,0.11,0.31,3.09,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.05,0.47,0.67,3.1,3.31,0.28,0.003,0.19,0.07,NA,NA,NA,NA
"748","W3-2400","D1P1","14:00",2013-09-03,NA,4.77,NA,"S5",-99.9,0.58,0.16,1.21,0.1,0.39,1.94,NA,0.008,NA,0.066,NA,NA,NA,-100,NA,0.05,0.44,2.54,1.84,4.98,0.78,0.003,0.22,0.09,NA,NA,NA,NA
"749","W3-2401","D1P2","14:00",2013-09-03,NA,4.9,NA,"S5",-99.9,0.75,0.21,1.34,0.14,0.22,3.24,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.08,0.79,1.91,2.86,3.18,0.56,0.008,0.15,0.06,NA,NA,NA,NA
"750","W3-2402","D1P3","14:00",2013-09-03,NA,5.14,NA,"S5",-99.9,0.73,0.22,1.33,0.12,0.21,3.3,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.05,0.47,1.99,2.79,2.73,0.55,0.008,0.14,0.05,NA,NA,NA,NA
"751","W3-2403","I7","13:30",2013-09-03,"I7",6.08,NA,"G8",44,1.89,0.44,1.72,0.36,0.05,6.5,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.05,0.33,0.81,1.74,4.04,0.33,0.003,0.06,0.04,NA,NA,NA,NA
"752","W3-2404","I9","13:50",2013-09-03,"I9",6.45,NA,"G6",47.3,1.88,0.5,1.66,0.79,0.29,4.72,NA,0.119,NA,0.253,NA,NA,NA,-100,NA,0.05,0.38,0.06,2.31,4.36,0.17,0.008,0.04,0.03,NA,NA,NA,NA
"753","W3-2405","K1d","13:00",2013-09-03,"K1d",6.02,NA,"G5",139.6,1.7,0.36,1.84,0.46,0,4.69,NA,0.117,NA,0.021,NA,NA,NA,-100,NA,0.05,0.39,0.29,2.88,0.63,0.18,0.029,0.01,0,NA,NA,NA,NA
"754","W3-2406","K1s","13:00",2013-09-03,"K1s",5.72,NA,"G5",53.8,0.92,0.18,1.39,0.09,0,2.71,NA,0.035,NA,0.021,NA,NA,NA,-100,NA,0.02,0.29,0.12,2.67,0.98,0.1,0.003,0.02,0.01,NA,NA,NA,NA
"755","W3-2407","K6s","12:45",2013-09-03,"K6s",6.82,NA,"G8",-20.8,2.64,0.56,2.31,0.76,0.07,7.82,NA,1.982,NA,1.096,NA,NA,NA,-100,NA,0.06,0.44,0.05,1.11,2.48,0.25,0.151,0.03,0.02,NA,NA,NA,NA
"756","W3-2408","K7s","12:35",2013-09-03,"K7s",6.36,NA,"G8",0.1,2.06,0.37,2.01,0.55,0.01,6.14,NA,0.016,NA,0.021,NA,NA,NA,-100,NA,0.04,0.36,1.41,3.63,0.42,0.33,0.003,0.01,0,NA,NA,NA,NA
"757","W3-2409","K8","12:20",2013-09-03,"K8",6.04,NA,"G4",111,1.9,0.34,1.72,0.63,0.06,5.37,NA,0.04,NA,0.053,NA,NA,NA,-100,NA,0.04,0.36,0.7,3.62,0.44,0.19,0.003,0.01,0,NA,NA,NA,NA
"758","W3-2410","K8P2","12:20",2013-09-03,NA,6.04,NA,"S4",-99.9,0.7,0.13,0.92,0.1,0.09,1.94,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.04,0.37,0.01,1.66,2.77,0.1,0.003,0.05,0.04,NA,NA,NA,NA
"759","W3-2411","K9P2","12:00",2013-09-03,NA,4.95,NA,"S3",-99.9,0.17,0.03,0.75,0.06,0.23,4.47,NA,0.008,NA,0.021,NA,NA,NA,-100,NA,0.02,0.17,0.01,1.98,2.79,0.13,0.007,0.13,0.04,NA,NA,NA,NA
"760","W3-2412","K10P1","12:10",2013-09-03,NA,5.03,NA,"S5",-99.9,0.46,0.07,0.54,0.07,0.13,1.73,NA,0.031,NA,0.021,NA,NA,NA,-100,NA,0.02,0.47,0.17,2.32,1.04,0.1,0.003,0.09,0.01,NA,NA,NA,NA
"761","W3-2413","N3","11:15",2013-09-03,"N3",4.09,NA,"G1",75.9,0.4,0.16,0.58,0.24,1.03,3.73,NA,0.228,NA,0.373,NA,NA,NA,-100,NA,0.03,0.22,3.36,1.71,24.26,1.35,0.048,0.53,0.35,NA,NA,NA,NA
"762","W3-2414","N4","11:20",2013-09-03,"N4",4.33,NA,"G2",88.9,0.54,0.14,0.65,0.26,0.95,2.46,NA,0.244,NA,0.053,NA,NA,NA,-100,NA,0.03,0.25,8.24,1.46,6.14,2.08,0.008,0.67,0.14,NA,NA,NA,NA
"763","W3-2415","N4P1","11:20",2013-09-03,NA,4.53,NA,"S2",-99.9,0.34,0.12,0.84,0.06,0.89,2.54,NA,0.134,NA,0.021,NA,NA,NA,-100,NA,0.03,0.29,8.24,1.11,2.01,1.96,0.003,0.7,0.03,NA,NA,NA,NA
"764","W3-2416","N4P2","11:20",2013-09-03,NA,4.77,NA,"S2",-99.9,0.25,0.07,0.58,0.05,0.43,1.56,NA,0.116,NA,0.021,NA,NA,NA,-100,NA,0.03,0.22,3.36,1.83,1.39,0.84,0.003,0.41,0.01,NA,NA,NA,NA
"765","W3-2417","O1","10:40",2013-09-03,"O1",4.72,NA,"G2",-99.9,0.56,0.26,0.95,0.18,1.21,4.26,NA,0.162,NA,0.31,NA,NA,NA,-100,NA,0.05,0.28,2.2,1.98,15.11,0.81,0.015,0.65,0.37,NA,NA,NA,NA
"766","W3-2418","O1P1","10:40",2013-09-03,NA,4.28,NA,"S2",-99.9,0.43,0.23,0.99,0.11,0.68,5.11,NA,0.212,NA,0.346,NA,NA,NA,-100,NA,0.08,0.27,4.71,1.79,13.25,1.34,0.008,0.4,0.23,NA,NA,NA,NA
"767","W3-2419","O2","10:45",2013-09-03,"O2",4.24,NA,"G1",-99.9,0.66,0.3,0.8,0.1,1.61,3.92,NA,0.256,NA,0.668,NA,NA,NA,-100,NA,0.04,0.19,0.32,1.35,36.04,0.72,0.014,0.68,0.54,NA,NA,NA,NA
"768","W3-2420","O2P2","10:45",2013-09-03,NA,4.19,NA,"S1",-99.9,0.39,0.24,1.15,0.2,0.94,4.91,NA,0.058,NA,0.931,NA,NA,NA,-100,NA,0.06,0.32,1.33,1.9,27.31,0.74,0.012,0.46,0.33,NA,NA,NA,NA
"769","W3-2425","D1P3","13:50",2013-11-07,NA,5.07,"300ml","S5",-99.9,0.56,0.17,1.1,0.1,0.23,3.4,0.002,0.008,0.021,0.021,NA,3e-04,0.0063,0.033,1e-04,0.04,0.46,0.77,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","W3-2426","N1","14:50",2013-11-07,"N1",4.2,NA,"G1",76.7,0.31,0.12,0.85,0.4,1.18,5.51,0.084,0.078,0.546,0.495,NA,0.002,0.0031,0.0819,0.0209,0.03,0.59,0.37,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","W3-2427","N3P1","15:00",2013-11-07,NA,4.51,"60ml","S1",-99.9,0.18,0.61,0.73,0.21,0.48,2.49,NA,0.039,NA,0.096,NA,NA,NA,-100,NA,0.04,0.34,0.23,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","W3-2428","N3","15:00",2013-11-07,"N3",3.99,NA,"G1",61.3,0.36,0.15,0.63,0.43,1.03,3.02,0.247,0.204,0.321,0.275,NA,0.0027,0.0031,0.0902,0.0094,0.04,0.45,4.97,1.89,19.78,1.56,NA,NA,NA,NA,NA,NA,NA
"773","W3-2429","N4P1","15:15",2013-11-07,NA,4.42,"400ml","S2",-99.9,0.26,0.12,0.51,0.08,1.17,2.65,0.155,0.14,0.008,0.021,NA,3e-04,0.002,0.0167,2e-04,0.04,0.52,9.32,1.08,2.97,2.09,NA,NA,NA,NA,NA,NA,NA
"774","W3-2430","N4P2","15:14",2013-11-07,NA,4.63,"400ml","S2",-99.9,0.22,0.07,0.56,0.04,0.85,1.53,0.096,0.091,0.004,0.021,NA,1e-04,0.0016,0.0154,1e-04,0.03,0.35,6.16,1.49,1.21,1.41,NA,NA,NA,NA,NA,NA,NA
"775","W3-2431","N4","15:15",2013-11-07,"N4",4.22,NA,"G2",76.6,0.32,0.1,0.67,0.2,1.08,2.72,0.161,0.152,0.067,0.07,NA,8e-04,0.0023,0.0585,9e-04,0.03,0.45,7.51,1.53,6.97,1.44,NA,NA,NA,NA,NA,NA,NA
"776","W3-2432","N5","15:30",2013-11-07,"N5",4.72,NA,"G2",115.2,0.19,0.03,0.64,0.1,0.77,1.27,0.083,0.069,0.006,0.021,NA,4e-04,0.0019,0.0637,2e-04,0.03,0.26,5.07,1.47,1.67,1.2,NA,NA,NA,NA,NA,NA,NA
"777","W3-2433","K8P1","14:25",2013-11-07,NA,5.09,"200ml","S4",-99.9,0.55,0.06,0.5,0.05,1,2.89,0.001,0.008,0.061,0.067,NA,1e-04,0.0061,0.0505,3e-04,0.02,0.46,0.03,0.53,10.07,0.29,NA,NA,NA,NA,NA,NA,NA
"778","W3-2434","K8P2","14:25",2013-11-07,NA,5.38,"300ml","S4",-99.9,0.43,0.08,0.62,0.07,0.15,1.92,0.002,0.008,0.013,0.021,NA,1e-04,0.0044,0.0513,2e-04,0.04,0.29,0,1.23,3.01,0.08,NA,NA,NA,NA,NA,NA,NA
"779","W3-2435","K8","14:25",2013-11-07,"K8",5.78,NA,"G4",144.2,2,0.36,1.69,0.55,0.06,5.01,0.018,0.017,0.1,0.107,NA,0.0011,0.0185,0.0421,0.0031,0.04,0.3,0.24,3.33,0.86,0.09,NA,NA,NA,NA,NA,NA,NA
"780","W3-2436","D1P1","13:50",2013-11-07,NA,4.74,"300ml","S5",-99.9,0.55,0.14,1.15,0.07,0.44,2.22,0.001,0.008,0.031,0.021,NA,2e-04,0.0063,0.013,2e-04,0.05,0.62,3.81,1.3,3.76,1,NA,NA,NA,NA,NA,NA,NA
"781","W3-2437","D1P2","13:50",2013-11-07,NA,4.98,"200ml","S5",-99.9,0.59,0.18,1.06,0.06,0.26,3.55,0.003,0.008,0.024,0.021,NA,2e-04,0.0064,0.0232,1e-04,0.07,0.49,1.04,2.81,3.24,0.34,NA,NA,NA,NA,NA,NA,NA
"782","W3-2438","D1","13:50",2013-11-07,"D1",4.89,NA,"G5",-99.9,0.55,0.18,1.11,0.08,0.32,3.37,0.003,0.008,0.022,0.021,NA,2e-04,0.0059,0.017,0.0018,0.07,0.45,0.91,2.92,3.31,0.27,NA,NA,NA,NA,NA,NA,NA
"783","2426","D1P1","-99",2014-06-04,NA,4.93,NA,"S5",-99.9,0.39,0.13,0.73,0.19,0.32,2.26,NA,0.004,NA,0.035,NA,NA,NA,-100,NA,0.03,0.53,0.78,2.37,3.61,0.32,0.004,NA,NA,NA,NA,NA,NA
"784","2427","D1P2","-99",2014-06-04,NA,5.1,NA,"S5",-99.9,0.58,0.18,0.86,0.17,0.18,2.48,NA,0.003,NA,0.022,NA,NA,NA,-100,NA,0.08,0.48,1.02,2.36,2.64,0.37,0.01,NA,NA,NA,NA,NA,NA
"785","2428","D1P3","-99",2014-06-04,NA,5.15,NA,"S5",-99.9,0.57,0.21,0.85,0.16,0.23,2.56,NA,0.003,NA,0.017,NA,NA,NA,-100,NA,0.07,0.46,1.12,2.51,2.54,0.41,0.005,NA,NA,NA,NA,NA,NA
"786","2429","K8P1","-99",2014-06-04,NA,5,NA,"S4",-99.9,0.66,0.09,0.49,0.06,0.83,2.58,NA,0.001,NA,0.053,NA,NA,NA,-100,NA,0.05,0.65,0,0.76,8.72,0.28,0.009,NA,NA,NA,NA,NA,NA
"787","2430","K8P2","-99",2014-06-04,NA,5.58,NA,"S4",-99.9,0.7,0.16,0.8,0.1,0.14,2.3,NA,0.001,NA,0.008,NA,NA,NA,-100,NA,0.04,0.57,0,2.14,2.1,0.1,0.001,NA,NA,NA,NA,NA,NA
"788","2431","K9P2","-99",2014-06-04,NA,4.94,NA,"S3",-99.9,0.14,0.04,0.67,0.06,0.33,3.08,NA,0.006,NA,0.005,NA,NA,NA,-100,NA,0.06,0.37,1.33,1.47,1.92,0.43,0.005,NA,NA,NA,NA,NA,NA
"789","2432","K10P1","-99",2014-06-04,NA,4.97,NA,"S5",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.05,0.57,2.68,1.96,1.39,0.76,0.017,NA,NA,NA,NA,NA,NA
"790","2433","N3P1","-99",2014-06-04,NA,4.69,NA,"S1",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.04,0.77,0.12,1.27,4.14,0.23,0.017,NA,NA,NA,NA,NA,NA
"791","2434","N4P2","-99",2014-06-04,NA,4.86,NA,"S2",-99.9,0.17,0.07,0.47,0.06,0.35,1.55,NA,0.088,NA,0.004,NA,NA,NA,-100,NA,0.13,0.8,0.84,2.1,1.17,0.27,0.007,NA,NA,NA,NA,NA,NA
"792","2435","A7","-99",2014-06-05,"A7",4.72,NA,"G3",-99.9,0.57,0.18,0.87,0.08,0.78,2.31,NA,0.011,NA,0.009,NA,NA,NA,-100,NA,0.05,0.46,5.51,1.76,2.54,1.35,0.009,NA,NA,NA,NA,NA,NA
"793","2436","D1P1","-99",2014-06-05,NA,4.75,NA,"S5",-99.9,0.37,0.13,0.74,0.18,0.35,2.25,NA,0.003,NA,0.032,NA,NA,NA,-100,NA,0.05,0.54,0.63,2.46,3.76,0.31,0.003,NA,NA,NA,NA,NA,NA
"794","2437","D1P2","-99",2014-06-05,NA,5.12,NA,"S5",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.08,0.54,0.92,2.62,2.5,0.32,0.003,NA,NA,NA,NA,NA,NA
"795","2438","D1P3","-99",2014-06-05,NA,5.08,NA,"S5",-99.9,0.56,0.2,0.88,0.16,0.25,2.56,NA,0.003,NA,0.04,NA,NA,NA,-100,NA,0.08,0.52,1.27,2.57,2.4,0.43,0.005,NA,NA,NA,NA,NA,NA
"796","2439","K8P1","-99",2014-06-05,NA,5.14,NA,"S4",-99.9,0.67,0.09,0.48,0.05,0.87,2.51,NA,0.001,NA,0.05,NA,NA,NA,-100,NA,0.04,0.67,0,0.71,8.55,0.23,0.003,NA,NA,NA,NA,NA,NA
"797","2440","K8P2","-99",2014-06-05,NA,5.44,NA,"S4",-99.9,0.7,0.15,0.87,0.11,0.14,2.24,NA,0.001,NA,0.006,NA,NA,NA,-100,NA,0.08,0.65,0,2.15,2.05,0.11,0.013,NA,NA,NA,NA,NA,NA
"798","2441","K9P2","-99",2014-06-05,NA,4.9,NA,"S3",-99.9,0.13,0.04,0.63,0.04,0.39,2.98,NA,0.005,NA,0.004,NA,NA,NA,-100,NA,0.07,0.44,1.42,1.53,1.87,0.45,0.001,NA,NA,NA,NA,NA,NA
"799","2442","K10","-99",2014-06-05,"K10",5.38,NA,"G5",82.7,1.22,0.28,1.17,0.18,0.02,3.48,NA,0.015,NA,0,NA,NA,NA,-100,NA,0.04,0.37,1.64,3.22,0.5,0.46,0.002,NA,NA,NA,NA,NA,NA
"800","2443","K10P1","-99",2014-06-05,NA,4.95,NA,"S5",-99.9,0.58,0.11,0.62,0.21,0.2,1.47,NA,0.052,NA,0.006,NA,NA,NA,-100,NA,0.03,0.5,2.49,1.94,0.94,0.65,0.003,NA,NA,NA,NA,NA,NA
"801","2444","K10P2","-99",2014-06-05,NA,4.86,NA,"S5",-99.9,0.61,0.1,0.61,0.18,0.19,1.46,NA,0.042,NA,0.004,NA,NA,NA,-100,NA,0.03,0.47,1.33,2.48,0.95,0.43,0.007,NA,NA,NA,NA,NA,NA
"802","2445","K10P3","-99",2014-06-05,NA,4.96,NA,"S5",-99.9,0.45,0.12,0.62,0.12,0.16,1.64,NA,0.043,NA,0.003,NA,NA,NA,-100,NA,0.06,0.46,1.47,2.19,0.7,0.43,0.008,NA,NA,NA,NA,NA,NA
"803","2446","K12","5:30",2014-06-05,"K12",5.32,NA,"G5",53.9,0.82,0.17,1.1,1.23,0.05,2.17,NA,0.037,NA,0,NA,NA,NA,-100,NA,0.05,1.34,0.96,3,2.15,0.78,0.06,NA,NA,NA,NA,NA,NA
"804","2447","N3P1","-99",2014-06-05,NA,4.73,NA,"S1",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.04,0.94,0.15,1.44,4.44,0.23,0.016,NA,NA,NA,NA,NA,NA
"805","2448","N4P1","-99",2014-06-05,NA,4.69,NA,"S2",-99.9,0.21,0.07,0.43,0.11,0.53,1.32,NA,0.087,NA,0.017,NA,NA,NA,-100,NA,0.05,0.73,1.92,1.86,1.74,0.56,0.002,NA,NA,NA,NA,NA,NA
"806","2449","N4P2","-99",2014-06-05,NA,4.69,NA,"S2",-99.9,0.15,0.07,0.45,0.04,0.42,1.58,NA,0.089,NA,0.004,NA,NA,NA,-100,NA,0.01,0.61,0.81,2.1,1.06,0.25,0.002,NA,NA,NA,NA,NA,NA
"807","2450","O1P1","-99",2014-06-05,NA,4.93,NA,"S2",-99.9,0.35,0.16,0.65,0.14,0.58,2.83,NA,0.094,NA,0.315,NA,NA,NA,-100,NA,0.06,0.48,0.96,2.2,11.09,0.49,0.012,NA,NA,NA,NA,NA,NA
"808","2451","O2P2","-99",2014-06-05,NA,4.39,NA,"S1",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.13,0.7,0.51,2.03,19.49,0.46,0.01,NA,NA,NA,NA,NA,NA
"809","2456","K1d","-99",2014-06-06,"K1d",5.9,NA,"G5",-99.9,1.39,0.31,1.26,0.22,0.01,3.57,NA,0.009,NA,0.001,NA,NA,NA,-100,NA,0.04,0.4,0.84,3.35,0.53,0.27,0.006,NA,NA,NA,NA,NA,NA
"810","2457","K5","-99",2014-06-06,"K5",6.52,NA,"G3",-99.9,1.59,0.31,1.47,0.8,0.03,4.38,NA,0.021,NA,0.016,NA,NA,NA,-100,NA,0.07,0.63,0.74,3.56,1.85,0.5,0.023,NA,NA,NA,NA,NA,NA
"811","2458","K6s","-99",2014-06-06,"K6s",6.63,NA,"G8",-18,1.98,0.38,1.44,0.65,0.1,5.38,NA,0.008,NA,0.512,NA,NA,NA,-100,NA,0.04,0.27,0.04,2.17,3.03,0.24,0.084,NA,NA,NA,NA,NA,NA
"812","2459","K7s","-99",2014-06-06,"K7s",6.25,NA,"G8",-99.9,2.17,0.37,1.58,0.44,0.01,5.6,NA,1.023,NA,0.005,NA,NA,NA,-100,NA,0.03,0.38,1.32,3.75,0.32,0.36,0.001,NA,NA,NA,NA,NA,NA
"813","2460","K8","-99",2014-06-06,"K8",5.84,NA,"G4",-99.9,1.67,0.29,1.35,0.37,0.03,4.64,NA,0.002,NA,0.025,NA,NA,NA,-100,NA,0.04,0.42,0.5,3.5,0.48,0.2,0.004,NA,NA,NA,NA,NA,NA
"814","2461","A5","-99",2014-06-13,"A5",4.71,NA,"G2",-99.9,0.49,0.19,0.68,0.13,1.11,2.46,NA,0.011,NA,0.023,NA,NA,NA,-100,NA,0.05,0.67,1.62,2.65,7.57,0.54,0.008,NA,NA,NA,NA,NA,NA
"815","2462","A5P1","-99",2014-06-13,NA,4.71,NA,"S2",-99.9,0.34,0.15,0.54,0.09,0.95,1.64,NA,0.003,NA,0.013,NA,NA,NA,-100,NA,0.04,0.64,0.82,2.5,5.92,0.31,0.001,NA,NA,NA,NA,NA,NA
"816","2463","A5P2","-99",2014-06-13,NA,4.66,NA,"S2",-99.9,0.48,0.19,0.66,0.16,0.94,2.44,NA,0.005,NA,0.019,NA,NA,NA,-100,NA,0.07,0.6,2.83,2.31,5.67,0.7,0.003,NA,NA,NA,NA,NA,NA
"817","2464","D1","-99",2014-06-13,"D1",4.9,NA,"G5",-99.9,0.57,0.2,0.98,0.12,0.34,2.6,NA,0.005,NA,0.029,NA,NA,NA,-100,NA,0.07,0.72,1.24,2.56,2.63,0.38,0,0.16,0.05,NA,NA,NA,NA
"818","2465","D1P1","-99",2014-06-13,NA,4.78,NA,"S5",-99.9,0.37,0.13,0.77,0.14,0.39,1.77,NA,0.003,NA,0.033,NA,NA,NA,-100,NA,0.05,0.72,0.45,2.31,3.98,0.23,0,NA,NA,NA,NA,NA,NA
"819","2466","D1P2","-99",2014-06-13,NA,5.05,NA,"S5",-99.9,0.56,0.17,0.87,0.15,0.24,2.44,NA,0.003,NA,0.022,NA,NA,NA,-100,NA,0.06,0.54,0.56,2.67,2.69,0.23,0,NA,NA,NA,NA,NA,NA
"820","2467","D1P3","-99",2014-06-13,NA,5.15,NA,"S5",-99.9,0.57,0.19,0.93,0.15,0.28,2.53,NA,0.003,NA,0.012,NA,NA,NA,-100,NA,0.06,0.53,1.05,2.56,2.35,0.34,0.002,NA,NA,NA,NA,NA,NA
"821","2468","I7","-99",2014-06-13,"I7",6.02,NA,"G8",56.5,1.86,0.42,1.62,0.45,0.26,5.61,NA,0.007,NA,0.036,NA,NA,NA,-100,NA,0.05,0.34,0.23,2.53,6.2,0.26,0,0.1,0.08,NA,NA,NA,NA
"822","2469","I9","-99",2014-06-13,"I9",6.38,NA,"G6",-99.9,1.52,0.37,1.36,0.53,0.23,3.41,NA,0.046,NA,0.174,NA,NA,NA,-100,NA,0.09,0.65,0.11,2.09,5.07,0.17,0.001,0.06,0.06,NA,NA,NA,NA
"823","2470","K1d","-99",2014-06-13,"K1d",6.1,NA,"G5",-99.9,1.44,0.33,1.42,0.23,0.01,4.16,NA,0.028,NA,0,NA,NA,NA,-100,NA,0.03,0.42,0.72,3.42,0.5,0.2,0,0.01,0,NA,NA,NA,NA
"824","2471","K5","-99",2014-06-13,"K5",6.38,NA,"G3",-99.9,1.67,0.31,1.33,0.45,0.01,4.52,NA,0.001,NA,0,NA,NA,NA,-100,NA,0.04,0.43,0.73,3.71,0.53,0.23,0,0,0,NA,NA,NA,NA
"825","2472","K6s","-99",2014-06-13,"K6s",6.78,NA,"G8",-99.9,2.01,0.37,1.51,0.59,0.09,5.9,NA,1.156,NA,0.583,NA,NA,NA,-100,NA,0.06,0.32,0.03,1.73,3.25,0.2,0.073,NA,NA,NA,NA,NA,NA
"826","2473","K7s","-99",2014-06-13,"K7s",6.38,NA,"G8",-99.9,2.11,0.36,1.67,0.45,0,5.7,NA,0.001,NA,0,NA,NA,NA,-100,NA,0.03,0.39,1.31,3.8,0.34,0.32,0,0,0,NA,NA,NA,NA
"827","2474","K8","-99",2014-06-13,"K8",5.88,NA,"G4",-99.9,1.5,0.3,1.3,0.37,0.03,3.89,NA,0.021,NA,0.043,NA,NA,NA,-100,NA,0.05,0.51,0.34,3.33,0.73,0.15,0,0.01,0.01,NA,NA,NA,NA
"828","2475","K8P2","-99",2014-06-13,NA,5.4,NA,"S4",-99.9,0.63,0.15,0.88,0.09,0.14,1.98,NA,0.001,NA,0.006,NA,NA,NA,-100,NA,0.03,0.67,0,2.15,2.1,0.08,0.003,NA,NA,NA,NA,NA,NA
"829","2476","K9P2","-99",2014-06-13,NA,4.88,NA,"S3",-99.9,0.13,0.04,0.67,0.03,0.4,3,NA,0.005,NA,0.004,NA,NA,NA,-100,NA,0.02,0.41,1.39,1.53,1.83,0.38,0,NA,NA,NA,NA,NA,NA
"830","2477","K10","-99",2014-06-13,"K10",5.68,NA,"G5",92.4,0.97,0.28,1.09,0.13,0.08,2.98,NA,0.018,NA,0,NA,NA,NA,-100,NA,0.05,0.71,1.1,3.44,0.7,0.29,0,NA,NA,NA,NA,NA,NA
"831","2478","K10P1","-99",2014-06-13,NA,4.97,NA,"S5",-99.9,0.54,0.11,0.81,0.22,0.26,1.45,NA,0.048,NA,0,NA,NA,NA,-100,NA,0.03,0.63,2.66,1.96,0.83,0.66,0,NA,NA,NA,NA,NA,NA
"832","2479","K10P3","-99",2014-06-13,NA,5.02,NA,"S5",-99.9,0.39,0.11,0.68,0.1,0.18,1.57,NA,0.036,NA,0,NA,NA,NA,-100,NA,0.03,0.56,0.96,2.41,0.75,0.27,0,NA,NA,NA,NA,NA,NA
"833","2480","K12","-99",2014-06-13,"K12",5.34,NA,"G5",-99.9,0.56,0.19,0.99,0.09,0.13,2.28,NA,0.026,NA,0,NA,NA,NA,-100,NA,0.02,0.45,0.2,3.21,0.73,0.09,0,NA,NA,NA,NA,NA,NA
"834","2481","K12P1","-99",2014-06-13,NA,5.02,NA,"S5",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.05,0.93,0.07,1.61,4.71,0.72,0.018,NA,NA,NA,NA,NA,NA
"835","2482","K12P2","-99",2014-06-13,NA,4.96,NA,"S5",-99.9,0.4,0.09,0.58,0.07,0.06,1.5,NA,0.023,NA,0.007,NA,NA,NA,-100,NA,0.04,0.75,0.01,2.24,0.72,0.05,0.001,NA,NA,NA,NA,NA,NA
"836","2483","K12P3","-99",2014-06-13,NA,5.31,NA,"S5",-99.9,0.45,0.14,0.92,0.1,0.04,2.03,NA,0.024,NA,0.001,NA,NA,NA,-100,NA,0.05,0.56,0.1,2.91,0.73,0.09,0,NA,NA,NA,NA,NA,NA
"837","2485","N1","-99",2014-06-13,"N1",NA,NA,"G1",76,0.36,0.15,0.62,0.4,0.92,3.21,NA,0.089,NA,0.534,NA,NA,NA,-100,NA,0.03,0.47,1.08,0.96,26.08,0.84,0.017,NA,NA,NA,NA,NA,NA
"838","2486","N3","14:40",2014-06-13,"N3",4.09,NA,"G1",76.1,0.45,0.19,0.59,0.33,0.89,2.2,NA,0.286,NA,0.332,NA,NA,NA,-100,NA,0.04,0.56,4.92,1.4,22.5,1.59,0.006,0.48,0.34,NA,NA,NA,NA
"839","2487","N3P1","-99",2014-06-13,NA,4.65,NA,"S1",-99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,0.02,0.71,0.41,1.96,4.58,0.23,0,NA,NA,NA,NA,NA,NA
